"Fecha","Sensor","Volumen (Gals)","Distancia (KM)","Ver en Mapa"
"2024-06-18 13:55:59","Sensor unico","48.47","106.90","Ver en Mapa"
"2024-06-18 13:56:26","Sensor unico","48.47","107.00","Ver en Mapa"
"2024-06-18 13:56:41","Sensor unico","48.47","107.00","Ver en Mapa"
"2024-06-18 13:57:41","Sensor unico","48.03","107.10","Ver en Mapa"
"2024-06-18 13:58:41","Sensor unico","48.47","107.10","Ver en Mapa"
"2024-06-18 13:59:41","Sensor unico","48.47","107.10","Ver en Mapa"
"2024-06-18 14:00:41","Sensor unico","48.47","107.10","Ver en Mapa"
"2024-06-18 14:01:41","Sensor unico","48.47","107.10","Ver en Mapa"
"2024-06-18 14:02:17","Sensor unico","48.47","107.10","Ver en Mapa"
"2024-06-18 14:02:20","Sensor unico","48.47","107.10","Ver en Mapa"
"2024-06-18 14:02:41","Sensor unico","48.47","107.10","Ver en Mapa"
"2024-06-18 14:03:23","Sensor unico","48.03","107.20","Ver en Mapa"
"2024-06-18 14:03:29","Sensor unico","48.03","107.20","Ver en Mapa"
"2024-06-18 14:03:41","Sensor unico","48.03","107.30","Ver en Mapa"
"2024-06-18 14:04:35","Sensor unico","48.03","107.30","Ver en Mapa"
"2024-06-18 14:04:41","Sensor unico","48.03","107.30","Ver en Mapa"
"2024-06-18 14:05:05","Sensor unico","48.03","107.40","Ver en Mapa"
"2024-06-18 14:05:08","Sensor unico","48.03","107.40","Ver en Mapa"
"2024-06-18 14:05:29","Sensor unico","48.03","107.40","Ver en Mapa"
"2024-06-18 14:05:38","Sensor unico","48.03","107.40","Ver en Mapa"
"2024-06-18 14:05:41","Sensor unico","48.03","107.50","Ver en Mapa"
"2024-06-18 14:06:41","Sensor unico","48.03","107.50","Ver en Mapa"
"2024-06-18 14:07:41","Sensor unico","48.03","107.50","Ver en Mapa"
"2024-06-18 14:08:23","Sensor unico","48.03","107.60","Ver en Mapa"
"2024-06-18 14:08:26","Sensor unico","48.03","107.60","Ver en Mapa"
"2024-06-18 14:08:41","Sensor unico","48.03","107.70","Ver en Mapa"
"2024-06-18 14:09:41","Sensor unico","48.03","107.70","Ver en Mapa"
"2024-06-18 14:10:26","Sensor unico","47.58","107.70","Ver en Mapa"
"2024-06-18 14:10:41","Sensor unico","47.58","107.80","Ver en Mapa"
"2024-06-18 14:11:41","Sensor unico","47.58","107.80","Ver en Mapa"
"2024-06-18 14:12:41","Sensor unico","47.58","107.90","Ver en Mapa"
"2024-06-18 14:13:41","Sensor unico","47.58","107.90","Ver en Mapa"
"2024-06-18 14:14:02","Sensor unico","47.58","107.90","Ver en Mapa"
"2024-06-18 14:14:29","Sensor unico","47.58","107.90","Ver en Mapa"
"2024-06-18 14:14:41","Sensor unico","47.58","108.00","Ver en Mapa"
"2024-06-18 14:15:41","Sensor unico","47.58","108.00","Ver en Mapa"
"2024-06-18 14:16:26","Sensor unico","47.58","108.00","Ver en Mapa"
"2024-06-18 14:16:29","Sensor unico","47.58","108.00","Ver en Mapa"
"2024-06-18 14:16:41","Sensor unico","47.58","108.10","Ver en Mapa"
"2024-06-18 14:17:32","Sensor unico","47.58","108.10","Ver en Mapa"
"2024-06-18 14:17:41","Sensor unico","47.58","108.10","Ver en Mapa"
"2024-06-18 14:17:47","Sensor unico","47.58","108.10","Ver en Mapa"
"2024-06-18 14:17:53","Sensor unico","47.58","108.10","Ver en Mapa"
"2024-06-18 14:18:41","Sensor unico","47.58","108.20","Ver en Mapa"
"2024-06-18 14:18:44","Sensor unico","47.58","108.20","Ver en Mapa"
"2024-06-18 14:18:59","Sensor unico","47.58","108.30","Ver en Mapa"
"2024-06-18 14:19:02","Sensor unico","47.58","108.30","Ver en Mapa"
"2024-06-18 14:19:41","Sensor unico","47.58","108.40","Ver en Mapa"
"2024-06-18 14:19:44","Sensor unico","47.58","108.40","Ver en Mapa"
"2024-06-18 14:20:08","Sensor unico","47.58","108.40","Ver en Mapa"
"2024-06-18 14:20:14","Sensor unico","47.58","108.40","Ver en Mapa"
"2024-06-18 14:20:41","Sensor unico","47.58","108.50","Ver en Mapa"
"2024-06-18 14:21:38","Sensor unico","47.58","108.50","Ver en Mapa"
"2024-06-18 14:21:41","Sensor unico","47.58","108.60","Ver en Mapa"
"2024-06-18 14:22:41","Sensor unico","47.58","108.60","Ver en Mapa"
"2024-06-18 14:23:20","Sensor unico","47.58","108.60","Ver en Mapa"
"2024-06-18 14:23:23","Sensor unico","47.58","108.60","Ver en Mapa"
"2024-06-18 14:23:41","Sensor unico","47.58","108.70","Ver en Mapa"
"2024-06-18 14:24:41","Sensor unico","48.03","108.80","Ver en Mapa"
"2024-06-18 14:25:34","Sensor unico","48.03","108.90","Ver en Mapa"
"2024-06-18 14:29:15","Sensor unico","48.03","108.90","Ver en Mapa"
"2024-06-18 14:29:51","Sensor unico","48.03","108.90","Ver en Mapa"
"2024-06-18 14:30:09","Sensor unico","48.03","108.90","Ver en Mapa"
"2024-06-18 14:31:00","Sensor unico","48.03","108.90","Ver en Mapa"
"2024-06-18 14:31:09","Sensor unico","47.58","108.90","Ver en Mapa"
"2024-06-18 14:31:15","Sensor unico","47.58","108.90","Ver en Mapa"
"2024-06-18 14:32:09","Sensor unico","48.03","109.00","Ver en Mapa"
"2024-06-18 14:33:09","Sensor unico","48.03","109.00","Ver en Mapa"
"2024-06-18 14:33:18","Sensor unico","48.03","109.00","Ver en Mapa"
"2024-06-18 14:33:24","Sensor unico","48.03","109.00","Ver en Mapa"
"2024-06-18 14:34:09","Sensor unico","48.03","109.10","Ver en Mapa"
"2024-06-18 14:34:51","Sensor unico","48.03","109.10","Ver en Mapa"
"2024-06-18 14:35:09","Sensor unico","48.03","109.10","Ver en Mapa"
"2024-06-18 14:36:09","Sensor unico","48.03","109.10","Ver en Mapa"
"2024-06-18 14:37:09","Sensor unico","47.58","109.30","Ver en Mapa"
"2024-06-18 14:38:09","Sensor unico","47.58","109.40","Ver en Mapa"
"2024-06-18 14:38:36","Sensor unico","47.58","109.50","Ver en Mapa"
"2024-06-18 14:38:57","Sensor unico","47.58","109.60","Ver en Mapa"
"2024-06-18 14:39:03","Sensor unico","47.58","109.60","Ver en Mapa"
"2024-06-18 14:39:09","Sensor unico","47.58","109.60","Ver en Mapa"
"2024-06-18 14:40:09","Sensor unico","47.58","109.60","Ver en Mapa"
"2024-06-18 14:41:09","Sensor unico","47.11","109.60","Ver en Mapa"
"2024-06-18 14:42:09","Sensor unico","47.11","109.60","Ver en Mapa"
"2024-06-18 14:43:09","Sensor unico","47.11","109.70","Ver en Mapa"
"2024-06-18 14:44:09","Sensor unico","47.58","109.70","Ver en Mapa"
"2024-06-18 14:45:09","Sensor unico","47.58","109.70","Ver en Mapa"
"2024-06-18 14:46:00","Sensor unico","47.58","109.80","Ver en Mapa"
"2024-06-18 14:46:06","Sensor unico","47.58","109.80","Ver en Mapa"
"2024-06-18 14:46:09","Sensor unico","47.58","109.80","Ver en Mapa"
"2024-06-18 14:47:09","Sensor unico","47.58","109.90","Ver en Mapa"
"2024-06-18 14:48:09","Sensor unico","47.58","109.90","Ver en Mapa"
"2024-06-18 14:48:45","Sensor unico","47.58","109.90","Ver en Mapa"
"2024-06-18 14:49:09","Sensor unico","47.58","110.00","Ver en Mapa"
"2024-06-18 14:49:33","Sensor unico","47.58","110.00","Ver en Mapa"
"2024-06-18 14:49:36","Sensor unico","47.58","110.00","Ver en Mapa"
"2024-06-18 14:49:54","Sensor unico","47.58","110.10","Ver en Mapa"
"2024-06-18 14:49:57","Sensor unico","47.58","110.10","Ver en Mapa"
"2024-06-18 14:50:09","Sensor unico","47.58","110.20","Ver en Mapa"
"2024-06-18 14:50:30","Sensor unico","47.58","110.20","Ver en Mapa"
"2024-06-18 14:51:09","Sensor unico","47.58","110.20","Ver en Mapa"
"2024-06-18 14:52:09","Sensor unico","47.11","110.20","Ver en Mapa"
"2024-06-18 14:53:09","Sensor unico","47.11","110.20","Ver en Mapa"
"2024-06-18 14:53:18","Sensor unico","47.11","110.20","Ver en Mapa"
"2024-06-18 14:54:09","Sensor unico","47.58","110.30","Ver en Mapa"
"2024-06-18 14:55:09","Sensor unico","47.58","110.30","Ver en Mapa"
"2024-06-18 14:56:09","Sensor unico","47.58","110.30","Ver en Mapa"
"2024-06-18 14:56:15","Sensor unico","47.58","110.30","Ver en Mapa"
"2024-06-18 14:57:09","Sensor unico","47.58","110.40","Ver en Mapa"
"2024-06-18 14:58:09","Sensor unico","47.58","110.50","Ver en Mapa"
"2024-06-18 14:59:09","Sensor unico","47.58","110.50","Ver en Mapa"
"2024-06-18 15:00:09","Sensor unico","47.58","110.50","Ver en Mapa"
"2024-06-18 15:01:09","Sensor unico","47.58","110.50","Ver en Mapa"
"2024-06-18 15:02:06","Sensor unico","47.58","110.60","Ver en Mapa"
"2024-06-18 15:02:09","Sensor unico","47.58","110.60","Ver en Mapa"
"2024-06-18 15:03:09","Sensor unico","47.58","110.80","Ver en Mapa"
"2024-06-18 15:04:09","Sensor unico","47.58","110.80","Ver en Mapa"
"2024-06-18 15:04:54","Sensor unico","47.58","110.80","Ver en Mapa"
"2024-06-18 15:05:09","Sensor unico","47.58","110.90","Ver en Mapa"
"2024-06-18 15:06:09","Sensor unico","47.58","111.00","Ver en Mapa"
"2024-06-18 15:07:09","Sensor unico","47.58","111.00","Ver en Mapa"
"2024-06-18 15:08:09","Sensor unico","47.58","111.00","Ver en Mapa"
"2024-06-18 15:08:39","Sensor unico","47.58","111.00","Ver en Mapa"
"2024-06-18 15:09:00","Sensor unico","47.58","111.10","Ver en Mapa"
"2024-06-18 15:09:06","Sensor unico","47.58","111.10","Ver en Mapa"
"2024-06-18 15:09:09","Sensor unico","47.58","111.10","Ver en Mapa"
"2024-06-18 15:09:54","Sensor unico","47.58","111.20","Ver en Mapa"
"2024-06-18 15:09:57","Sensor unico","47.58","111.20","Ver en Mapa"
"2024-06-18 15:10:06","Sensor unico","47.58","111.20","Ver en Mapa"
"2024-06-18 15:10:09","Sensor unico","47.58","111.20","Ver en Mapa"
"2024-06-18 15:11:09","Sensor unico","47.58","111.20","Ver en Mapa"
"2024-06-18 15:12:09","Sensor unico","47.58","111.20","Ver en Mapa"
"2024-06-18 15:13:09","Sensor unico","47.58","111.20","Ver en Mapa"
"2024-06-18 16:00:55","Sensor unico","47.11","113.00","Ver en Mapa"
"2024-06-18 16:01:34","Sensor unico","47.11","113.10","Ver en Mapa"
"2024-06-18 16:01:46","Sensor unico","47.11","113.10","Ver en Mapa"
"2024-06-18 16:02:01","Sensor unico","47.11","113.10","Ver en Mapa"
"2024-06-18 16:02:04","Sensor unico","47.11","113.10","Ver en Mapa"
"2024-06-18 16:02:34","Sensor unico","47.11","113.30","Ver en Mapa"
"2024-06-18 16:03:34","Sensor unico","47.11","113.40","Ver en Mapa"
"2024-06-18 16:04:28","Sensor unico","47.58","113.50","Ver en Mapa"
"2024-06-18 16:04:34","Sensor unico","47.11","113.50","Ver en Mapa"
"2024-06-18 16:05:34","Sensor unico","47.11","113.50","Ver en Mapa"
"2024-06-18 16:06:34","Sensor unico","46.63","113.50","Ver en Mapa"
"2024-06-18 16:07:34","Sensor unico","46.63","113.70","Ver en Mapa"
"2024-06-18 16:07:55","Sensor unico","46.63","113.70","Ver en Mapa"
"2024-06-18 16:07:58","Sensor unico","47.11","113.70","Ver en Mapa"
"2024-06-18 16:08:34","Sensor unico","47.11","113.70","Ver en Mapa"
"2024-06-18 16:09:34","Sensor unico","47.11","113.70","Ver en Mapa"
"2024-06-18 16:10:34","Sensor unico","47.11","113.70","Ver en Mapa"
"2024-06-18 16:10:52","Sensor unico","47.11","113.70","Ver en Mapa"
"2024-06-18 16:11:04","Sensor unico","47.11","113.80","Ver en Mapa"
"2024-06-18 16:11:19","Sensor unico","47.11","113.80","Ver en Mapa"
"2024-06-18 16:11:34","Sensor unico","47.11","113.80","Ver en Mapa"
"2024-06-18 16:12:04","Sensor unico","47.11","113.90","Ver en Mapa"
"2024-06-18 16:12:34","Sensor unico","47.11","114.00","Ver en Mapa"
"2024-06-18 16:12:40","Sensor unico","47.11","114.00","Ver en Mapa"
"2024-06-18 16:13:34","Sensor unico","47.11","114.00","Ver en Mapa"
"2024-06-18 16:14:34","Sensor unico","46.63","114.00","Ver en Mapa"
"2024-06-18 16:15:34","Sensor unico","46.63","114.00","Ver en Mapa"
"2024-06-18 16:16:34","Sensor unico","46.63","114.00","Ver en Mapa"
"2024-06-18 16:17:34","Sensor unico","46.63","114.00","Ver en Mapa"
"2024-06-18 16:18:16","Sensor unico","46.63","114.00","Ver en Mapa"
"2024-06-18 16:18:34","Sensor unico","46.63","114.10","Ver en Mapa"
"2024-06-18 16:19:34","Sensor unico","46.63","114.20","Ver en Mapa"
"2024-06-18 16:20:34","Sensor unico","47.11","114.20","Ver en Mapa"
"2024-06-18 16:21:34","Sensor unico","47.11","114.20","Ver en Mapa"
"2024-06-18 16:23:34","Sensor unico","47.11","114.20","Ver en Mapa"
"2024-06-18 16:27:34","Sensor unico","46.63","114.40","Ver en Mapa"
"2024-06-18 16:28:34","Sensor unico","46.63","114.50","Ver en Mapa"
"2024-06-18 16:30:10","Sensor unico","46.63","114.90","Ver en Mapa"
"2024-06-18 16:31:34","Sensor unico","46.63","114.90","Ver en Mapa"
"2024-06-18 16:34:34","Sensor unico","46.63","115.00","Ver en Mapa"
"2024-06-18 16:36:34","Sensor unico","46.63","115.10","Ver en Mapa"
"2024-06-18 16:38:34","Sensor unico","46.63","115.20","Ver en Mapa"
"2024-06-18 16:39:34","Sensor unico","46.63","115.30","Ver en Mapa"
"2024-06-18 16:40:34","Sensor unico","47.11","115.30","Ver en Mapa"
"2024-06-18 16:43:34","Sensor unico","46.63","115.50","Ver en Mapa"
"2024-06-18 16:47:34","Sensor unico","46.63","115.50","Ver en Mapa"
"2024-06-18 16:47:58","Sensor unico","46.63","115.50","Ver en Mapa"
"2024-06-18 16:48:16","Sensor unico","46.63","115.50","Ver en Mapa"
"2024-06-18 16:48:34","Sensor unico","46.63","115.60","Ver en Mapa"
"2024-06-18 16:50:34","Sensor unico","46.63","115.60","Ver en Mapa"
"2024-06-18 16:51:34","Sensor unico","46.63","115.60","Ver en Mapa"
"2024-06-18 16:52:34","Sensor unico","46.63","115.60","Ver en Mapa"
"2024-06-18 16:53:34","Sensor unico","46.63","115.70","Ver en Mapa"
"2024-06-18 16:54:34","Sensor unico","46.63","115.80","Ver en Mapa"
"2024-06-18 16:55:34","Sensor unico","46.14","115.80","Ver en Mapa"
"2024-06-18 16:56:34","Sensor unico","46.14","115.80","Ver en Mapa"
"2024-06-18 16:59:34","Sensor unico","46.63","116.00","Ver en Mapa"
"2024-06-18 17:00:10","Sensor unico","46.63","116.10","Ver en Mapa"
"2024-06-18 17:00:34","Sensor unico","46.63","116.10","Ver en Mapa"
"2024-06-18 17:01:34","Sensor unico","46.63","116.10","Ver en Mapa"
"2024-06-18 17:02:13","Sensor unico","46.63","116.10","Ver en Mapa"
"2024-06-18 17:02:19","Sensor unico","46.63","116.10","Ver en Mapa"
"2024-06-18 17:02:34","Sensor unico","46.63","116.20","Ver en Mapa"
"2024-06-18 17:03:10","Sensor unico","46.63","116.20","Ver en Mapa"
"2024-06-18 17:03:19","Sensor unico","46.63","116.20","Ver en Mapa"
"2024-06-18 17:03:34","Sensor unico","46.63","116.30","Ver en Mapa"
"2024-06-18 17:04:22","Sensor unico","46.63","116.30","Ver en Mapa"
"2024-06-18 17:04:34","Sensor unico","46.63","116.40","Ver en Mapa"
"2024-06-18 17:04:43","Sensor unico","46.63","116.40","Ver en Mapa"
"2024-06-18 17:04:49","Sensor unico","46.63","116.40","Ver en Mapa"
"2024-06-18 17:05:34","Sensor unico","46.63","116.60","Ver en Mapa"
"2024-06-18 17:06:34","Sensor unico","46.63","116.70","Ver en Mapa"
"2024-06-18 17:07:34","Sensor unico","46.63","116.70","Ver en Mapa"
"2024-06-18 17:08:34","Sensor unico","46.14","116.70","Ver en Mapa"
"2024-06-18 17:09:34","Sensor unico","46.14","116.70","Ver en Mapa"
"2024-06-18 17:10:34","Sensor unico","46.63","116.90","Ver en Mapa"
"2024-06-18 17:10:46","Sensor unico","46.63","116.90","Ver en Mapa"
"2024-06-18 17:11:34","Sensor unico","46.63","117.00","Ver en Mapa"
"2024-06-18 17:12:16","Sensor unico","46.63","117.00","Ver en Mapa"
"2024-06-18 17:12:19","Sensor unico","46.63","117.00","Ver en Mapa"
"2024-06-18 17:12:34","Sensor unico","46.63","117.00","Ver en Mapa"
"2024-06-18 17:12:40","Sensor unico","46.63","117.00","Ver en Mapa"
"2024-06-18 17:13:34","Sensor unico","46.63","117.20","Ver en Mapa"
"2024-06-18 17:13:43","Sensor unico","46.63","117.20","Ver en Mapa"
"2024-06-18 17:14:34","Sensor unico","46.14","117.20","Ver en Mapa"
"2024-06-18 17:15:34","Sensor unico","46.14","117.20","Ver en Mapa"
"2024-06-18 17:16:34","Sensor unico","46.14","117.20","Ver en Mapa"
"2024-06-18 17:17:16","Sensor unico","46.14","117.20","Ver en Mapa"
"2024-06-18 17:17:22","Sensor unico","46.14","117.30","Ver en Mapa"
"2024-06-18 17:17:34","Sensor unico","46.14","117.30","Ver en Mapa"
"2024-06-18 17:17:52","Sensor unico","46.14","117.40","Ver en Mapa"
"2024-06-18 17:17:55","Sensor unico","46.14","117.40","Ver en Mapa"
"2024-06-18 17:18:34","Sensor unico","46.14","117.40","Ver en Mapa"
"2024-06-18 17:19:34","Sensor unico","46.14","117.40","Ver en Mapa"
"2024-06-18 17:20:34","Sensor unico","46.14","117.40","Ver en Mapa"
"2024-06-18 17:21:34","Sensor unico","46.14","117.40","Ver en Mapa"
"2024-06-18 17:22:13","Sensor unico","46.14","117.40","Ver en Mapa"
"2024-06-18 17:22:34","Sensor unico","46.14","117.40","Ver en Mapa"
"2024-06-18 17:23:34","Sensor unico","46.14","117.50","Ver en Mapa"
"2024-06-18 17:24:34","Sensor unico","46.14","117.50","Ver en Mapa"
"2024-06-18 17:25:34","Sensor unico","46.14","117.50","Ver en Mapa"
"2024-06-18 17:26:34","Sensor unico","46.14","117.50","Ver en Mapa"
"2024-06-18 17:27:34","Sensor unico","46.14","117.50","Ver en Mapa"
"2024-06-18 17:28:34","Sensor unico","46.63","117.60","Ver en Mapa"
"2024-06-18 17:29:34","Sensor unico","46.14","117.60","Ver en Mapa"
"2024-06-18 17:30:25","Sensor unico","46.14","117.60","Ver en Mapa"
"2024-06-18 17:30:34","Sensor unico","46.14","117.60","Ver en Mapa"
"2024-06-18 17:30:40","Sensor unico","46.14","117.60","Ver en Mapa"
"2024-06-18 17:30:46","Sensor unico","46.14","117.60","Ver en Mapa"
"2024-06-18 17:31:33","Sensor unico","46.14","117.60","Ver en Mapa"
"2024-06-18 18:00:19","Sensor unico","46.14","117.60","Ver en Mapa"
"2024-06-18 18:01:04","Sensor unico","46.14","117.60","Ver en Mapa"
"2024-06-18 18:02:04","Sensor unico","46.14","117.90","Ver en Mapa"
"2024-06-18 18:03:04","Sensor unico","46.14","118.40","Ver en Mapa"
"2024-06-18 18:04:04","Sensor unico","46.14","118.80","Ver en Mapa"
"2024-06-18 18:05:04","Sensor unico","46.14","118.90","Ver en Mapa"
"2024-06-18 18:06:04","Sensor unico","46.14","118.90","Ver en Mapa"
"2024-06-18 18:07:04","Sensor unico","46.14","119.20","Ver en Mapa"
"2024-06-18 18:07:34","Sensor unico","46.14","119.20","Ver en Mapa"
"2024-06-18 18:07:37","Sensor unico","46.14","119.20","Ver en Mapa"
"2024-06-18 18:08:04","Sensor unico","46.14","119.50","Ver en Mapa"
"2024-06-18 18:09:04","Sensor unico","46.14","119.70","Ver en Mapa"
"2024-06-18 18:10:04","Sensor unico","45.64","119.80","Ver en Mapa"
"2024-06-18 18:11:04","Sensor unico","45.64","120.30","Ver en Mapa"
"2024-06-18 18:11:22","Sensor unico","45.64","120.30","Ver en Mapa"
"2024-06-18 18:12:04","Sensor unico","45.64","120.50","Ver en Mapa"
"2024-06-18 18:13:04","Sensor unico","45.64","120.90","Ver en Mapa"
"2024-06-18 18:14:04","Sensor unico","45.64","121.10","Ver en Mapa"
"2024-06-18 18:15:04","Sensor unico","45.64","121.70","Ver en Mapa"
"2024-06-18 18:15:46","Sensor unico","45.64","122.00","Ver en Mapa"
"2024-06-18 18:16:04","Sensor unico","45.64","122.20","Ver en Mapa"
"2024-06-18 18:16:43","Sensor unico","45.64","122.40","Ver en Mapa"
"2024-06-18 18:17:04","Sensor unico","45.64","122.50","Ver en Mapa"
"2024-06-18 18:17:52","Sensor unico","45.64","122.90","Ver en Mapa"
"2024-06-18 18:18:04","Sensor unico","45.64","123.00","Ver en Mapa"
"2024-06-18 18:18:10","Sensor unico","45.64","123.00","Ver en Mapa"
"2024-06-18 18:19:04","Sensor unico","45.64","123.70","Ver en Mapa"
"2024-06-18 18:20:04","Sensor unico","45.64","124.00","Ver en Mapa"
"2024-06-18 18:21:04","Sensor unico","45.64","124.90","Ver en Mapa"
"2024-06-18 18:22:04","Sensor unico","45.64","125.90","Ver en Mapa"
"2024-06-18 18:23:04","Sensor unico","45.64","126.90","Ver en Mapa"
"2024-06-18 18:24:04","Sensor unico","45.64","127.70","Ver en Mapa"
"2024-06-18 18:24:10","Sensor unico","45.64","127.70","Ver en Mapa"
"2024-06-18 18:25:04","Sensor unico","45.64","127.70","Ver en Mapa"
"2024-06-18 18:25:40","Sensor unico","45.64","127.90","Ver en Mapa"
"2024-06-18 18:25:55","Sensor unico","45.64","128.00","Ver en Mapa"
"2024-06-18 18:25:58","Sensor unico","45.64","128.00","Ver en Mapa"
"2024-06-18 18:26:04","Sensor unico","45.64","128.00","Ver en Mapa"
"2024-06-18 18:26:43","Sensor unico","45.64","128.10","Ver en Mapa"
"2024-06-18 18:27:00","Sensor unico","45.64","128.10","Ver en Mapa"
"2024-06-18 19:24:43","Sensor unico","45.64","128.10","Ver en Mapa"
"2024-06-18 19:51:32","Sensor unico","45.64","128.10","Ver en Mapa"
"2024-06-18 19:52:12","Sensor unico","45.64","128.10","Ver en Mapa"
"2024-06-18 19:53:15","Sensor unico","45.64","128.10","Ver en Mapa"
"2024-06-18 19:53:44","Sensor unico","45.64","128.10","Ver en Mapa"
"2024-06-18 19:54:12","Sensor unico","45.64","128.10","Ver en Mapa"
"2024-06-18 19:54:53","Sensor unico","45.64","128.10","Ver en Mapa"
"2024-06-18 20:52:48","Sensor unico","45.64","128.10","Ver en Mapa"
"2024-06-18 21:53:10","Sensor unico","45.64","128.10","Ver en Mapa"
"2024-06-18 22:11:59","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-18 23:09:18","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 00:09:16","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 01:09:40","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 02:09:41","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 03:09:36","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 04:10:18","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 05:10:19","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 06:10:20","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 06:22:43","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 06:23:22","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 06:24:22","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 06:25:22","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 06:26:22","Sensor unico","45.12","128.10","Ver en Mapa"
"2024-06-19 06:26:43","Sensor unico","45.12","128.20","Ver en Mapa"
"2024-06-19 06:27:22","Sensor unico","45.12","128.20","Ver en Mapa"
"2024-06-19 06:28:22","Sensor unico","45.12","128.20","Ver en Mapa"
"2024-06-19 06:29:22","Sensor unico","45.12","128.20","Ver en Mapa"
"2024-06-19 06:29:46","Sensor unico","45.12","128.20","Ver en Mapa"
"2024-06-19 06:30:10","Sensor unico","45.12","128.20","Ver en Mapa"
"2024-06-19 06:30:22","Sensor unico","45.12","128.40","Ver en Mapa"
"2024-06-19 06:31:22","Sensor unico","45.12","129.20","Ver en Mapa"
"2024-06-19 06:32:22","Sensor unico","45.12","130.20","Ver en Mapa"
"2024-06-19 06:33:22","Sensor unico","45.12","131.20","Ver en Mapa"
"2024-06-19 06:33:40","Sensor unico","45.12","131.30","Ver en Mapa"
"2024-06-19 06:33:52","Sensor unico","45.12","131.40","Ver en Mapa"
"2024-06-19 06:34:22","Sensor unico","45.12","132.00","Ver en Mapa"
"2024-06-19 06:35:22","Sensor unico","45.12","133.00","Ver en Mapa"
"2024-06-19 06:36:22","Sensor unico","45.12","134.10","Ver en Mapa"
"2024-06-19 06:37:22","Sensor unico","45.12","135.20","Ver en Mapa"
"2024-06-19 06:37:55","Sensor unico","44.6","135.60","Ver en Mapa"
"2024-06-19 06:38:22","Sensor unico","44.6","136.30","Ver en Mapa"
"2024-06-19 06:39:13","Sensor unico","44.6","137.10","Ver en Mapa"
"2024-06-19 06:39:22","Sensor unico","44.6","137.40","Ver en Mapa"
"2024-06-19 06:40:22","Sensor unico","44.6","138.60","Ver en Mapa"
"2024-06-19 06:41:22","Sensor unico","44.06","140.00","Ver en Mapa"
"2024-06-19 06:42:22","Sensor unico","44.06","140.90","Ver en Mapa"
"2024-06-19 06:43:22","Sensor unico","44.06","141.60","Ver en Mapa"
"2024-06-19 06:44:22","Sensor unico","44.06","142.00","Ver en Mapa"
"2024-06-19 06:44:43","Sensor unico","44.06","142.10","Ver en Mapa"
"2024-06-19 06:45:22","Sensor unico","44.06","142.40","Ver en Mapa"
"2024-06-19 06:46:22","Sensor unico","44.06","143.10","Ver en Mapa"
"2024-06-19 06:46:40","Sensor unico","44.06","143.10","Ver en Mapa"
"2024-06-19 06:46:49","Sensor unico","44.06","143.20","Ver en Mapa"
"2024-06-19 06:47:22","Sensor unico","44.06","143.70","Ver en Mapa"
"2024-06-19 06:48:22","Sensor unico","44.06","144.50","Ver en Mapa"
"2024-06-19 06:49:22","Sensor unico","44.06","145.50","Ver en Mapa"
"2024-06-19 06:50:19","Sensor unico","44.06","146.30","Ver en Mapa"
"2024-06-19 06:50:22","Sensor unico","43.52","146.50","Ver en Mapa"
"2024-06-19 06:51:22","Sensor unico","43.52","147.50","Ver en Mapa"
"2024-06-19 06:52:22","Sensor unico","43.52","148.60","Ver en Mapa"
"2024-06-19 06:52:58","Sensor unico","43.52","149.10","Ver en Mapa"
"2024-06-19 06:53:22","Sensor unico","43.52","149.70","Ver en Mapa"
"2024-06-19 06:54:22","Sensor unico","43.52","150.60","Ver en Mapa"
"2024-06-19 06:54:25","Sensor unico","43.52","150.60","Ver en Mapa"
"2024-06-19 06:55:22","Sensor unico","43.52","151.60","Ver en Mapa"
"2024-06-19 06:55:34","Sensor unico","43.52","151.70","Ver en Mapa"
"2024-06-19 06:56:04","Sensor unico","43.52","152.20","Ver en Mapa"
"2024-06-19 06:56:22","Sensor unico","43.52","152.60","Ver en Mapa"
"2024-06-19 06:56:49","Sensor unico","43.52","152.90","Ver en Mapa"
"2024-06-19 06:57:22","Sensor unico","43.52","153.60","Ver en Mapa"
"2024-06-19 06:58:22","Sensor unico","43.52","154.60","Ver en Mapa"
"2024-06-19 06:59:22","Sensor unico","42.96","154.90","Ver en Mapa"
"2024-06-19 06:59:28","Sensor unico","42.96","154.90","Ver en Mapa"
"2024-06-19 07:00:22","Sensor unico","43.52","155.40","Ver en Mapa"
"2024-06-19 07:00:58","Sensor unico","43.52","155.60","Ver en Mapa"
